Id,satisfaction_level,number_project,average_monthly_hours,time_spend_company_in_yrs,Work_accident,promotion_last_5years
15813,0.38,2,127,3,0,0
15814,0.15,6,139,4,0,1
15815,0.1,7,253,4,1,1
15816,0.8,4,218,5,1,0
15817,0.84,5,251,5,0,0
15818,0.11,6,264,4,0,1
15819,0.89,3,149,2,0,0
15820,0.45,2,138,3,0,0
15821,0.11,7,284,4,0,0
15822,0.74,5,244,5,0,1
15823,0.41,2,128,3,0,0
15824,0.44,2,154,3,0,1
15825,0.37,2,138,3,0,1
15826,0.11,6,308,4,0,0
15827,0.1,6,269,4,0,1
15828,0.7,6,136,3,0,0
15829,0.59,2,160,5,0,0
15830,0.38,2,138,3,0,1
15831,0.72,4,220,5,0,0
15832,0.73,5,274,5,0,1
15833,0.39,2,161,3,0,0
15834,0.89,5,224,6,0,1
15835,0.89,4,260,5,0,1
15836,0.11,6,300,4,1,1
15837,0.43,2,133,3,0,1
15838,0.09,6,308,4,0,1
15839,0.81,5,238,6,0,1
15840,0.37,2,126,3,0,1
15841,0.36,2,138,3,0,0
15842,0.11,6,299,4,0,1
15843,0.1,6,254,4,0,1
15844,0.66,7,156,2,0,1
15845,0.39,2,152,3,0,0
15846,0.44,2,146,3,0,0
15847,0.1,6,253,4,0,0
15848,0.79,5,227,6,0,1
15849,0.1,6,301,4,1,1
15850,0.54,6,294,3,0,0
15851,0.37,2,151,3,0,0
15852,0.37,2,128,3,0,1
15853,0.82,5,217,5,0,1
15854,0.45,2,160,3,0,0
15855,0.79,5,263,5,0,1
15856,0.42,2,156,3,0,1
15857,0.1,6,273,4,0,0
15858,0.11,6,303,4,0,0
15859,0.74,4,253,5,0,0
15860,0.1,6,270,4,0,0
15861,0.79,4,218,5,0,1
15862,0.43,2,144,3,0,0
15863,0.41,2,154,3,0,1
15864,0.39,2,146,3,0,0
15865,0.1,6,260,4,0,0
15866,0.82,5,218,5,0,0
15867,0.41,2,128,3,0,0
15868,0.42,2,128,3,0,1
15869,0.74,4,248,6,0,0
15870,0.38,2,152,3,1,1
15871,0.39,2,126,3,0,0
15872,0.87,4,260,5,0,1
15873,0.1,5,263,4,0,1
15874,0.78,5,220,5,0,1
15875,0.14,7,282,5,0,0
15876,0.11,6,277,5,0,1
15877,0.91,5,257,5,0,1
15878,0.49,6,265,3,0,0
15879,0.38,2,143,3,0,1
15880,0.82,5,263,5,0,1
15881,0.38,3,154,4,0,1
15882,0.89,5,253,5,0,0
15883,0.11,6,294,4,0,0
15884,0.37,2,128,3,0,1
15885,0.38,2,153,3,0,1
15886,0.78,5,256,5,0,0
15887,0.41,2,127,3,0,0
15888,0.41,2,137,3,0,0
15889,0.11,6,295,4,0,0
15890,0.11,6,281,4,0,1
15891,0.43,2,131,3,1,0
15892,0.75,5,237,5,0,1
15893,0.74,4,276,5,0,1
15894,0.85,5,267,5,0,1
15895,0.73,5,266,5,0,0
15896,0.1,6,294,4,0,1
15897,0.44,2,134,3,0,0
15898,0.3,3,309,4,1,0
15899,0.11,7,273,4,0,0
15900,0.84,5,238,5,0,0
15901,0.78,5,271,6,0,0
15902,0.43,2,145,3,0,1
15903,0.36,2,152,3,0,1
15904,0.43,2,128,3,0,0
15905,0.45,2,142,3,0,1
15906,0.76,5,238,5,0,0
15907,0.1,7,286,4,0,1
15908,0.09,6,291,4,0,0
15909,0.92,5,259,5,0,1
15910,0.92,5,248,5,0,1
15911,0.79,4,271,5,0,1
15912,0.43,2,140,3,0,0
15913,0.8,4,274,5,0,0
15914,0.44,2,127,3,1,0
15915,0.89,5,275,6,0,0
15916,0.48,3,239,3,0,1
15917,0.11,6,304,4,1,0
15918,0.38,2,145,3,0,1
15919,0.11,6,259,4,0,0
15920,0.82,4,264,5,0,0
15921,0.37,2,160,3,0,1
15922,0.4,2,138,3,0,0
15923,0.43,2,137,3,0,0
15924,0.44,2,156,3,0,1
15925,0.42,2,147,3,0,0
15926,0.11,7,243,4,0,1
15927,0.78,4,236,5,0,1
15928,0.46,2,212,4,0,0
15929,0.77,5,261,6,0,0
15930,0.83,4,243,5,0,0
15931,0.32,5,271,5,0,1
15932,0.9,5,154,4,0,0
15933,0.42,2,151,3,0,1
15934,0.1,6,254,4,1,0
15935,0.1,6,285,4,0,0
15936,0.44,2,130,3,0,1
15937,0.1,7,301,4,0,0
15938,0.11,6,286,4,0,0
15939,0.1,6,246,4,0,1
15940,0.39,2,135,3,0,1
15941,0.92,4,245,5,0,1
15942,0.43,2,136,3,0,0
15943,0.11,6,301,4,0,0
15944,0.81,5,235,5,0,1
15945,0.11,7,272,4,0,1
15946,0.87,5,274,5,0,1
15947,0.37,2,131,3,0,0
15948,0.39,2,135,3,0,1
15949,0.61,4,196,4,0,0
15950,0.11,6,285,4,0,1
15951,0.09,7,289,5,0,1
15952,0.36,2,157,3,0,1
15953,0.09,6,308,4,0,1
15954,0.41,4,301,5,0,1
15955,0.4,2,131,3,0,0
15956,0.1,6,262,5,1,1
15957,0.46,2,143,3,1,0
15958,0.39,2,133,3,0,1
15959,0.41,2,153,3,0,0
15960,0.1,7,281,4,0,1
15961,0.39,2,132,3,0,0
15962,0.73,5,270,5,1,1
15963,0.41,2,150,3,0,1
15964,0.37,2,140,3,0,1
15965,0.38,2,150,3,1,0
15966,0.8,5,180,5,0,0
15967,0.09,5,281,4,0,0
15968,0.85,4,275,5,0,1
15969,0.42,2,130,3,0,0
15970,0.41,2,130,3,0,0
15971,0.38,2,147,3,0,1
15972,0.72,5,264,5,0,1
15973,0.11,6,290,5,0,0
15974,0.37,2,150,3,0,0
15975,0.1,6,304,4,0,1
15976,0.36,2,136,3,0,0
15977,0.92,5,307,5,0,1
15978,0.11,5,303,4,0,0
15979,0.39,2,156,3,0,0
15980,0.11,6,271,4,0,1
15981,0.45,2,140,3,0,1
15982,0.44,2,130,3,1,1
15983,0.85,4,266,6,0,1
15984,0.43,2,139,3,0,1
15985,0.75,5,260,5,0,1
15986,0.11,2,137,3,1,0
15987,0.36,2,158,3,0,1
15988,0.1,6,249,4,0,0
15989,0.74,5,259,5,0,0
15990,0.4,2,144,3,0,0
15991,0.09,6,244,4,0,0
15992,0.76,4,219,5,0,0
15993,0.45,2,151,3,0,0
15994,0.84,4,269,5,0,0
15995,0.38,2,127,3,0,0
15996,0.38,2,144,3,0,1
15997,0.38,2,157,3,0,1
15998,0.86,5,224,5,0,0
15999,0.37,2,155,3,0,0
16000,0.37,2,131,3,0,1
16001,0.87,4,258,5,1,1
16002,0.11,6,267,4,0,0
16003,0.42,2,141,3,0,0
16004,0.43,2,160,3,0,0
16005,0.09,6,247,4,0,0
16006,0.54,4,260,3,0,1
16007,0.4,2,151,3,0,0
16008,0.36,2,137,3,1,0
16009,0.87,4,256,5,0,1
16010,0.75,4,239,5,0,0
16011,0.43,2,152,3,0,0
16012,0.43,2,149,3,0,0
16013,0.1,6,284,4,0,0
16014,0.11,7,248,4,0,1
16015,0.44,2,156,3,0,0
16016,0.39,2,138,3,0,0
16017,0.4,2,155,3,0,0
16018,0.92,4,229,6,0,0
16019,0.36,2,136,3,0,0
16020,0.86,4,241,5,0,1
16021,0.74,5,258,5,0,0
16022,0.8,3,146,5,0,1
16023,0.36,2,145,3,0,0
16024,0.42,2,159,3,0,0
16025,0.42,2,129,3,0,0
16026,0.4,2,142,3,0,0
16027,0.46,2,129,3,0,1
16028,0.09,6,287,4,0,1
16029,0.88,4,275,5,0,0
16030,0.1,6,272,4,0,0
16031,0.1,6,307,4,0,1
16032,0.11,4,295,3,0,0
16033,0.84,5,237,5,0,1
16034,0.42,2,158,3,0,1
16035,0.1,6,266,4,1,0
16036,0.1,6,256,4,0,0
16037,0.46,2,158,3,0,1
16038,0.09,7,268,4,0,0
16039,0.89,4,237,5,0,0
16040,0.82,4,273,6,0,0
16041,0.11,6,309,4,0,0
16042,0.81,5,258,5,0,1
16043,0.81,5,233,6,0,0
16044,0.77,4,249,6,0,0
16045,0.63,3,179,2,0,1
16046,0.4,2,128,3,0,0
16047,0.86,4,250,6,0,1
16048,0.37,2,151,3,0,1
16049,0.44,2,132,3,0,1
16050,0.74,5,232,6,0,1
16051,0.79,4,229,5,1,0
16052,0.09,6,261,4,0,1
16053,0.37,2,129,3,0,1
16054,0.09,6,244,4,0,0
16055,0.09,6,258,4,0,1
16056,0.1,7,292,5,0,0
16057,0.45,2,143,3,0,1
16058,0.4,2,136,3,0,1
16059,0.31,6,235,5,0,1
16060,0.7,2,310,3,0,0
16061,0.36,2,152,3,0,0
16062,0.34,6,157,5,1,1
16063,0.87,5,267,5,0,0
16064,0.11,6,302,4,0,1
16065,0.47,4,133,3,0,0
16066,0.43,2,142,3,0,0
16067,0.43,2,129,3,0,1
16068,0.45,2,136,3,0,0
16069,0.74,5,223,5,0,0
16070,0.1,6,244,4,1,1
16071,0.78,5,243,5,0,1
16072,0.9,5,275,3,0,1
16073,0.53,6,205,4,0,0
16074,0.45,2,154,3,0,0
16075,0.86,4,270,5,0,0
16076,0.74,4,267,5,0,1
16077,0.09,6,276,4,0,0
16078,0.8,5,244,5,0,0
16079,0.46,2,128,3,0,1
16080,0.86,5,269,6,0,0
16081,0.86,4,238,5,0,0
16082,0.9,4,269,5,0,0
16083,0.87,5,231,6,0,0
16084,0.83,4,267,5,0,1
16085,0.77,4,245,5,0,1
16086,0.77,4,272,5,0,0
16087,0.9,5,254,5,0,1
16088,0.73,4,273,5,0,0
16089,0.91,4,250,5,0,0
16090,0.36,2,133,3,0,1
16091,0.38,2,150,3,0,1
16092,0.44,2,157,3,0,0
16093,0.73,5,230,5,0,1
16094,0.89,5,260,5,0,0
16095,0.11,6,275,4,0,1
16096,0.1,7,308,4,0,0
16097,0.37,2,129,3,0,0
16098,0.38,2,134,3,0,1
16099,0.42,2,132,3,0,0
16100,0.44,2,153,3,0,1
16101,0.11,6,262,4,0,0
16102,0.09,7,262,4,0,1
16103,0.43,2,130,3,0,1
16104,0.38,2,156,3,0,0
16105,0.11,6,254,4,0,1
16106,0.37,2,130,3,0,1
16107,0.44,2,139,3,0,1
16108,0.72,5,269,5,0,0
16109,0.1,7,297,4,0,1
16110,0.73,5,249,5,0,1
16111,0.09,7,267,4,0,1
16112,0.44,2,149,3,0,0
16113,0.09,6,251,4,0,0
16114,0.1,6,306,4,0,1
16115,0.11,6,279,4,0,1
16116,0.42,2,131,3,0,0
16117,0.09,6,260,4,0,1
16118,0.72,5,249,5,0,1
16119,0.75,4,245,5,0,1
16120,0.44,2,138,3,0,0
16121,0.11,6,278,4,0,0
16122,0.38,2,147,3,0,1
16123,0.39,2,131,3,0,1
16124,0.1,7,301,4,0,1
16125,0.43,2,141,3,0,1
16126,0.39,2,158,3,0,1
16127,0.88,4,235,6,0,0
16128,0.1,7,261,4,0,1
16129,0.1,5,270,4,0,0
16130,0.11,6,290,4,0,1
16131,0.37,2,149,3,0,1
16132,0.37,2,160,3,0,1
16133,0.77,4,150,4,0,1
16134,0.91,5,218,6,0,1
16135,0.46,2,155,3,0,1
16136,0.11,6,291,4,0,0
16137,0.86,5,265,5,0,0
16138,0.87,5,262,6,0,0
16139,0.09,6,303,5,0,0
16140,0.42,2,132,3,0,0
16141,0.82,4,245,5,1,1
16142,0.46,2,129,3,0,0
16143,0.88,5,226,6,0,0
16144,0.1,6,286,4,0,0
16145,0.43,2,140,3,0,1
16146,0.37,2,153,3,0,0
16147,0.8,5,217,5,0,0
16148,0.83,5,258,5,0,0
16149,0.39,2,156,3,0,0
16150,0.77,5,255,5,0,0
16151,0.43,2,129,3,0,1
16152,0.79,4,234,5,0,0
16153,0.39,2,152,3,1,0
16154,0.1,7,300,4,0,0
16155,0.39,2,131,3,0,1
16156,0.11,6,301,4,0,0
16157,0.4,2,156,3,0,0
16158,0.42,2,141,3,1,0
16159,0.57,4,219,2,1,0
16160,0.11,7,269,5,0,1
16161,0.36,4,276,2,0,1
16162,0.11,7,302,4,0,0
16163,0.35,6,281,2,0,0
16164,0.78,5,241,5,0,1
16165,0.11,7,288,4,0,1
16166,0.1,6,303,4,0,1
16167,0.42,2,135,3,0,1
16168,0.43,2,127,3,1,1
16169,0.79,5,245,5,0,0
16170,0.45,2,145,3,0,0
16171,0.09,6,248,4,0,1
16172,0.11,6,302,4,0,0
16173,0.45,2,144,3,0,0
16174,0.11,6,272,4,0,0
16175,0.09,6,294,4,0,1
16176,0.78,4,296,3,0,1
16177,0.38,2,151,3,1,1
16178,0.82,4,249,5,0,1
16179,0.85,4,221,5,0,1
16180,0.45,2,146,3,0,1
16181,0.77,5,243,5,0,1
16182,0.39,2,127,3,0,0
16183,0.91,4,245,5,0,1
16184,0.11,6,264,4,0,0
16185,0.46,2,143,3,0,1
16186,0.43,2,135,3,0,0
16187,0.11,6,262,4,1,1
16188,0.1,6,299,4,0,1
16189,0.09,5,279,4,0,0
16190,0.36,2,155,3,0,1
16191,0.11,6,264,4,0,0
16192,0.09,6,256,5,0,1
16193,0.44,2,129,3,0,1
16194,0.73,5,217,6,0,0
16195,0.21,7,203,5,0,1
16196,0.8,4,264,5,0,0
16197,0.37,2,159,3,0,1
16198,0.79,5,218,5,0,1
16199,0.09,6,298,4,0,0
16200,0.75,6,134,3,0,1
16201,0.83,5,263,5,0,1
16202,0.1,5,252,4,0,0
16203,0.44,2,136,3,0,0
16204,0.42,6,259,4,0,0
16205,0.43,2,158,3,0,1
16206,0.09,7,307,4,0,1
16207,0.44,2,152,3,0,0
16208,0.81,5,237,5,0,1
16209,0.1,7,284,4,0,0
16210,0.1,6,243,4,0,0
16211,0.11,6,268,4,0,0
16212,0.09,6,244,4,0,1
16213,0.75,5,262,5,0,1
16214,0.38,2,134,3,0,1
16215,0.09,7,278,4,0,0
16216,0.74,5,238,5,0,1
16217,0.44,2,127,3,0,0
16218,0.76,4,259,5,0,1
16219,0.42,2,146,3,0,1
16220,0.75,4,243,5,0,1
16221,0.36,2,137,3,0,0
16222,0.75,5,229,5,0,1
16223,0.4,2,134,3,0,1
16224,0.75,4,228,5,0,1
16225,0.09,6,301,4,0,0
16226,0.39,2,127,3,0,1
16227,0.4,2,142,3,0,0
16228,0.39,2,131,3,0,1
16229,0.1,7,310,5,0,0
16230,0.42,2,148,3,0,0
16231,0.37,2,143,3,0,0
16232,0.11,6,250,4,0,0
16233,0.09,7,265,4,0,0
16234,0.41,2,152,3,0,0
16235,0.42,2,145,3,0,0
16236,0.4,2,140,3,0,0
16237,0.36,2,129,3,0,1
16238,0.74,4,226,5,0,1
16239,0.66,5,269,5,0,1
16240,0.38,2,152,3,0,0
16241,0.43,2,132,3,0,0
16242,0.43,2,148,3,0,0
16243,0.1,6,297,5,0,1
16244,0.82,4,274,5,0,1
16245,0.1,6,280,4,0,1
16246,0.1,6,288,4,0,1
16247,0.43,2,155,3,0,1
16248,0.09,7,247,4,0,0
16249,0.41,2,138,3,0,1
16250,0.1,7,284,4,0,0
16251,0.88,4,225,5,0,0
16252,0.43,2,151,3,1,1
16253,0.42,2,155,3,0,1
16254,0.85,4,234,5,0,1
16255,0.38,2,144,3,0,0
16256,0.39,2,142,3,0,0
16257,0.41,2,126,3,0,0
16258,0.88,4,233,6,0,0
16259,0.78,4,241,5,0,0
16260,0.45,2,138,3,0,0
16261,0.09,6,260,4,1,1
16262,0.44,2,145,3,0,0
16263,0.11,6,252,4,0,1
16264,0.36,2,143,3,0,1
16265,0.86,4,270,5,0,0
16266,0.1,6,285,4,0,0
16267,0.45,2,149,3,0,1
16268,0.42,2,158,3,0,1
16269,0.36,2,134,3,0,1
16270,0.45,2,129,3,0,1
16271,0.38,2,131,3,0,0
16272,0.11,6,288,4,0,1
16273,0.45,2,142,3,0,1
16274,0.87,5,227,5,0,1
16275,0.45,2,131,3,0,0
16276,0.1,6,283,5,0,0
16277,0.44,2,139,3,0,1
16278,0.78,4,267,5,0,0
16279,0.38,2,148,3,0,0
16280,0.85,5,272,6,0,1
16281,0.36,2,148,3,1,0
16282,0.75,5,270,5,0,1
16283,0.81,4,218,5,1,1
16284,0.4,2,150,3,0,0
16285,0.83,5,260,5,0,1
16286,0.41,2,127,3,0,0
16287,0.42,2,134,3,0,1
16288,0.09,7,258,4,0,0
16289,0.87,5,304,5,0,1
16290,0.43,6,149,4,0,1
16291,0.39,2,139,3,0,0
16292,0.1,6,272,5,0,1
16293,0.41,2,132,3,0,1
16294,0.72,2,240,2,0,1
16295,0.44,2,137,3,0,1
16296,0.38,2,139,3,0,1
16297,0.46,2,148,3,0,1
16298,0.4,2,149,3,0,0
16299,0.45,2,131,3,0,0
16300,0.89,5,262,5,0,0
16301,0.1,7,284,4,0,1
16302,0.46,2,161,3,0,1
16303,0.09,7,290,4,0,0
16304,0.45,2,149,3,0,0
16305,0.89,4,242,6,0,1
16306,0.62,5,227,4,0,0
16307,0.11,6,276,4,0,0
16308,0.44,2,135,3,0,0
16309,0.09,6,266,4,0,1
16310,0.56,5,236,2,0,1
16311,0.77,4,270,5,0,1
16312,0.39,2,146,3,0,1
16313,0.1,5,272,4,0,0
16314,0.72,5,246,5,0,0
16315,0.4,2,136,3,0,0
16316,0.11,6,260,4,0,1
16317,0.88,5,247,5,0,1
16318,0.37,2,127,3,0,0
16319,0.11,6,267,4,0,0
16320,0.4,2,143,3,0,1
16321,0.1,6,306,4,0,1
16322,0.62,3,131,4,0,0
16323,0.78,4,249,5,0,1
16324,0.37,2,144,3,0,1
16325,0.76,4,254,5,1,0
16326,0.42,2,131,3,0,1
16327,0.1,6,272,4,0,0
16328,0.42,2,157,3,0,0
16329,0.1,7,301,4,0,0
16330,0.1,6,252,4,0,0
16331,0.42,2,130,3,0,0
16332,0.09,6,297,4,0,0
16333,0.1,6,248,4,0,1
16334,0.11,7,257,4,0,0
16335,0.44,2,147,3,0,1
16336,0.87,3,307,5,0,0
16337,0.44,2,154,3,0,0
16338,0.41,2,143,3,0,1
16339,0.51,4,134,3,0,1
16340,0.89,5,221,5,0,1
16341,0.1,6,275,4,0,0
16342,0.9,5,247,5,0,1
16343,0.36,2,131,3,0,1
16344,0.44,2,150,3,0,1
16345,0.39,2,150,3,0,1
16346,0.38,5,137,4,0,0
16347,0.73,4,223,6,0,1
16348,0.1,6,292,4,0,0
16349,0.89,5,130,4,1,0
16350,0.87,5,221,6,0,0
16351,0.84,4,245,5,1,0
16352,0.11,6,274,4,0,0
16353,0.74,5,248,5,0,1
16354,0.79,4,243,5,0,0
16355,0.1,7,273,4,0,0
16356,0.83,5,221,5,0,0
16357,0.1,6,271,4,0,0
16358,0.45,2,157,3,0,1
16359,0.29,2,249,4,0,0
16360,0.46,2,145,3,0,1
16361,0.11,6,262,5,0,0
16362,0.75,5,272,5,0,0
16363,0.4,2,129,3,0,0
16364,0.37,2,134,3,0,1
16365,0.41,2,147,3,0,0
16366,0.1,6,293,4,0,1
16367,0.39,2,129,3,0,0
16368,0.4,2,140,3,0,0
16369,0.41,2,132,3,0,0
16370,0.11,6,284,4,0,0
16371,0.74,5,263,5,0,1
16372,0.42,2,143,3,0,1
16373,0.88,4,265,5,0,0
16374,0.37,2,147,3,0,0
16375,0.78,4,253,5,0,1
16376,0.46,2,141,3,0,0
16377,0.74,5,222,6,0,1
16378,0.11,6,273,4,1,1
16379,0.8,5,240,6,0,0
16380,0.37,2,154,3,0,0
16381,0.87,4,253,6,0,1
16382,0.9,5,221,5,0,1
16383,0.1,6,263,4,0,0
16384,0.43,2,145,3,0,1
16385,0.11,6,279,4,0,1
16386,0.4,2,146,3,0,0
16387,0.09,7,270,4,0,0
16388,0.4,2,135,3,0,1
16389,0.14,5,236,3,0,1
16390,0.4,2,151,3,0,0
16391,0.11,6,244,4,1,1
16392,0.72,4,169,3,0,1
16393,0.39,2,157,3,0,0
16394,0.82,4,246,5,0,1
16395,0.41,2,142,3,0,0
16396,0.45,2,156,3,0,1
16397,0.2,6,281,5,0,1
16398,0.43,2,146,3,0,0
16399,0.39,2,156,3,0,1
16400,0.11,6,299,4,1,1
16401,0.45,2,136,3,0,0
16402,0.11,6,272,4,0,1
16403,0.84,5,240,5,0,0
16404,0.86,5,245,6,0,0
16405,0.79,5,269,5,0,1
16406,0.39,2,130,3,0,0
16407,0.15,4,257,3,0,1
16408,0.81,4,241,5,0,0
16409,0.39,2,136,3,0,1
16410,0.92,4,219,5,0,0
16411,0.9,5,271,5,0,1
16412,0.32,2,280,4,0,0
16413,0.46,2,140,3,0,1
16414,0.83,4,254,5,0,1
16415,0.39,2,131,3,0,0
16416,0.2,6,138,3,0,0
16417,0.11,6,295,4,0,1
16418,0.11,6,301,5,0,1
16419,0.1,7,296,4,0,1
16420,0.75,5,246,5,0,1
16421,0.44,2,145,3,0,0
16422,0.86,5,241,5,1,1
16423,0.1,6,269,4,0,1
16424,0.39,2,146,3,0,1
16425,0.45,2,149,3,0,0
16426,0.1,7,287,4,0,0
16427,0.36,2,138,3,0,0
16428,0.57,4,158,5,0,1
16429,0.09,6,266,4,0,0
16430,0.87,4,255,5,0,0
16431,0.43,2,156,3,0,0
16432,0.36,2,147,3,0,0
16433,0.91,5,265,5,1,1
16434,0.41,2,136,3,0,0
16435,0.37,2,140,3,0,1
16436,0.43,2,146,3,0,1
16437,0.43,2,142,3,0,1
16438,0.4,2,155,3,0,1
16439,0.1,7,285,4,0,1
16440,0.76,4,253,5,1,0
16441,0.82,4,248,5,0,0
16442,0.11,7,255,5,0,1
16443,0.43,2,154,3,1,0
16444,0.11,7,305,4,0,1
16445,0.41,2,141,3,0,0
16446,0.73,5,252,5,0,1
16447,0.37,2,157,3,0,1
16448,0.11,6,250,4,0,1
16449,0.46,2,131,3,0,0
16450,0.41,2,149,3,0,1
16451,0.78,4,260,5,0,1
16452,0.78,5,260,6,0,0
16453,0.72,5,251,5,0,0
16454,0.63,6,242,5,0,0
16455,0.55,6,136,3,0,0
16456,0.45,2,155,3,0,0
16457,0.39,2,155,3,0,0
16458,0.1,6,248,4,0,1
16459,0.4,2,136,3,0,1
16460,0.39,2,133,3,0,1
16461,0.78,4,128,2,0,1
16462,0.42,2,142,3,0,0
16463,0.39,2,149,3,0,1
16464,0.46,2,145,3,0,1
16465,0.1,6,279,4,0,0
16466,0.45,2,146,3,0,0
16467,0.1,6,264,4,1,0
16468,0.1,7,272,4,0,1
16469,0.78,5,256,5,0,0
16470,0.4,2,296,5,0,0
16471,0.45,2,155,3,1,0
16472,0.39,2,130,3,0,0
16473,0.43,2,157,3,0,1
16474,0.09,6,245,4,0,0
16475,0.79,5,226,5,0,1
16476,0.44,2,156,3,1,1
16477,0.79,5,228,5,0,1
16478,0.38,2,155,3,0,0
16479,0.36,2,159,3,0,1
16480,0.39,2,142,3,0,1
16481,0.09,6,271,4,0,1
16482,0.16,4,277,5,0,0
16483,0.09,6,310,4,0,1
16484,0.11,6,254,4,0,1
16485,0.44,2,142,3,0,1
16486,0.11,7,253,4,0,1
16487,0.11,6,260,4,0,1
16488,0.45,2,147,3,0,0
16489,0.1,7,288,4,0,0
16490,0.4,2,160,3,0,0
16491,0.38,2,130,3,0,0
16492,0.39,2,133,3,0,1
16493,0.38,2,160,3,0,1
16494,0.38,2,151,3,0,0
16495,0.17,3,188,4,0,1
16496,0.79,5,247,5,0,1
16497,0.1,7,259,4,0,1
16498,0.37,2,129,3,0,1
16499,0.42,2,152,3,0,1
16500,0.44,2,128,3,0,0
16501,0.11,6,253,4,0,0
16502,0.39,2,151,3,0,1
16503,0.1,5,271,5,0,1
16504,0.4,2,155,3,0,1
16505,0.86,5,245,5,0,1
16506,0.37,2,157,3,0,0
16507,0.4,2,160,3,0,1
16508,0.43,2,149,3,0,1
16509,0.88,5,248,5,0,0
16510,0.44,2,128,3,0,1
16511,0.87,4,224,5,0,1
16512,0.4,2,156,3,0,0
16513,0.45,2,143,3,0,1
16514,0.84,4,250,5,0,1
16515,0.1,3,179,3,0,0
16516,0.72,5,257,5,0,1
16517,0.4,2,127,3,0,1
16518,0.45,2,145,3,0,0
16519,0.89,5,274,5,0,1
16520,0.4,2,131,3,0,0
16521,0.38,2,136,3,0,0
16522,0.38,2,140,3,1,0
16523,0.1,7,265,4,0,1
16524,0.42,2,148,3,1,1
16525,0.74,5,262,5,0,0
16526,0.1,6,261,4,0,0
16527,0.82,5,248,5,0,1
16528,0.38,2,131,3,0,1
16529,0.41,2,160,3,0,0
16530,0.4,2,152,3,0,0
16531,0.83,4,249,5,0,0
16532,0.36,2,144,3,0,0
16533,0.75,4,245,5,0,0
16534,0.44,2,146,3,0,1
16535,0.1,6,297,5,0,1
16536,0.39,2,148,3,1,1
16537,0.09,7,260,4,0,0
16538,0.4,2,152,3,0,1
16539,0.41,2,135,3,0,1
16540,0.83,4,235,5,0,0
16541,0.42,2,145,3,0,1
16542,0.61,5,220,4,0,1
16543,0.44,2,128,3,0,0
16544,0.77,5,237,5,0,1
16545,0.81,4,275,5,0,0
16546,0.1,6,310,4,0,1
16547,0.73,5,251,6,0,0
16548,0.09,6,250,4,0,0
16549,0.9,4,259,6,0,1
16550,0.88,4,259,5,0,1
16551,0.09,7,305,4,0,0
16552,0.4,2,130,3,1,1
16553,0.17,6,250,5,0,0
16554,0.82,5,220,6,0,0
16555,0.9,4,266,5,0,1
16556,0.83,4,255,5,0,0
16557,0.44,2,154,3,0,1
16558,0.5,4,138,3,0,0
16559,0.14,6,291,5,0,1
16560,0.77,4,217,5,0,0
16561,0.09,6,286,4,0,0
16562,0.11,6,290,4,0,0
16563,0.44,2,148,3,0,0
16564,0.43,2,146,3,0,1
16565,0.12,5,136,2,0,0
16566,0.1,7,261,5,0,1
16567,0.1,6,274,4,0,1
16568,0.4,2,132,3,0,0
16569,0.41,2,145,3,0,0
16570,0.37,2,153,3,0,0
16571,0.4,2,139,3,0,1
16572,0.74,4,231,5,0,0
16573,0.39,2,154,3,0,1
16574,0.11,5,307,4,0,0
16575,0.36,2,129,3,0,0
16576,0.8,5,275,5,0,1
16577,0.6,3,250,2,0,0
16578,0.36,2,158,3,0,0
16579,0.1,6,310,5,0,0
16580,0.65,2,181,2,0,0
16581,0.49,4,244,3,0,1
16582,0.73,5,256,6,1,1
16583,0.11,6,259,5,0,1
16584,0.73,4,247,5,0,0
16585,0.43,2,129,3,0,1
16586,0.73,5,229,5,0,0
16587,0.76,5,236,6,0,1
16588,0.09,6,281,4,0,0
16589,0.9,5,264,5,0,1
16590,0.1,6,308,4,0,0
16591,0.43,2,147,3,0,0
16592,0.41,2,159,3,0,0
16593,0.41,2,154,3,0,0
16594,0.1,6,307,4,0,1
16595,0.4,2,132,3,0,1
16596,0.4,2,152,3,0,0
16597,0.36,5,310,3,0,1
16598,0.83,5,230,5,0,0
16599,0.83,5,273,5,0,0
16600,0.41,2,144,3,0,0
16601,0.11,7,296,4,0,1
16602,0.68,5,198,5,1,1
16603,0.43,2,157,3,0,1
16604,0.44,2,145,3,0,0
16605,0.87,5,219,5,0,0
16606,0.43,2,153,3,0,0
16607,0.89,3,178,5,0,1
16608,0.83,5,239,5,0,1
16609,0.11,6,278,5,0,0
16610,0.85,6,260,3,1,0
16611,0.89,4,264,5,0,0
16612,0.09,7,301,4,0,0
16613,0.43,4,134,3,0,0
16614,0.42,2,147,3,0,1
16615,0.43,2,130,3,0,0
16616,0.1,6,307,4,0,0
16617,0.37,2,156,3,0,1
16618,0.76,4,237,5,0,0
16619,0.88,4,254,5,0,0
16620,0.39,2,151,3,0,0
16621,0.45,2,131,3,0,0
16622,0.91,5,241,5,0,0
16623,0.86,5,267,5,0,0
16624,0.39,2,153,3,0,1
16625,0.89,4,217,5,0,0
16626,0.11,6,254,4,0,0
16627,0.1,6,265,5,0,1
16628,0.38,2,146,3,0,0
16629,0.4,2,156,3,0,0
16630,0.86,5,269,5,0,1
16631,0.1,6,288,4,0,0
16632,0.1,6,283,4,0,0
